序號,綠色商店名稱,聯絡地址,商店編號,聯絡人,聯絡電話,分機,手機號碼,綠色商店類型,經度,緯度
817,全家便利商店股份有限公司-文祥店,100臺北市中正區杭州南路一段１４７號,A001106,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.524620187247,25.035960658004
818,全家便利商店股份有限公司-文湖店,114臺北市內湖區文湖街５９號,A000931,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.562777544168,25.086828249081
819,全家便利商店股份有限公司-日津店,104臺北市中山區正義里天津街４７號１樓及地下室,A000976,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.523092250118,25.050122847338
820,全家便利商店股份有限公司-日祥店,108臺北市萬華區青年路１５４號、１６８巷２弄１４號１樓,A000738,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.5023018613,25.020898042722
821,全家便利商店股份有限公司-日新店,103臺北市大同區承德路二段３９＆４１號１樓,A000599,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.518401737101,25.054991643436
822,全家便利商店股份有限公司-木柵路店,116臺北市文山區木柵路三段１４８號１５０號,A001062,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.568615288273,24.988812746009
823,全家便利商店股份有限公司-木新店,116臺北市文山區木新路３段３３３．３３５號,A001231,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.556208227554,24.980455904724
824,全家便利商店股份有限公司-木興店,116臺北市文山區木柵路２段５２號,A001035,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.558906194549,24.988583123772
825,全家便利商店股份有限公司-水源店,100臺北市中正區汀州路三段２６１號,A001102,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.535198903426,25.012857660192
826,全家便利商店股份有限公司-仙岩店,116臺北市文山區仙岩路２號,A001215,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.547858678525,24.998245865571
827,全家便利商店股份有限公司-北大店,104臺北市中山區錦州街４２８號,A001000,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.5424797598,25.060124427574
828,全家便利商店股份有限公司-北投店,112臺北市北投區光明路２１８之１號,A001080,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.504171528623,25.13617209398
829,全家便利商店股份有限公司-北科大店,106臺北市大安區大安區忠孝東路三段１號,A000935,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.5355145659,25.042213893049
830,全家便利商店股份有限公司-北鄰店,104臺北市中山區北安路４５８巷４７弄１３號１樓,A000546,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.5456516396,25.078247275706
831,全家便利商店股份有限公司-北醫店,110臺北市信義區吳興街２６３號,A000955,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.563854870183,25.027004426823
832,全家便利商店股份有限公司-北權店,105臺北市松山區民權東路三段１０６巷１１號,A000988,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.544947308276,25.06024512698
833,全家便利商店股份有限公司-仟囍店,100臺北市中正區漢口街一段１５號,A000695,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.514401054715,25.045220439809
834,全家便利商店股份有限公司-古亭店,106臺北市大安區羅斯福路２段１０３號,A001005,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.524479287455,25.024668348499
835,全家便利商店股份有限公司-四維店,106臺北市大安區住安里四維路１５４巷１號一樓,A001078,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.547758430963,25.031088467236
836,全家便利商店股份有限公司-外貿店,110臺北市信義區信義路五段５號２樓,A001140,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.562339673546,25.033151966069
837,全家便利商店股份有限公司-市民店,104臺北市中山區中山北路一段５８號,A001194,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.520701982789,25.048494034004
838,全家便利商店股份有限公司-市府店,110臺北市信義區市府路１號地下二樓,A000996,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.563783791644,25.037523002847
839,全家便利商店股份有限公司-正義店,104臺北市中山區長安東路一段５５號,A000928,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.52648465779,25.048815899086
840,全家便利商店股份有限公司-民東店,105臺北市松山區新東街１１巷２８號,A000986,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.564885425179,25.058057366432
841,全家便利商店股份有限公司-民族店,104臺北市中山區民族東路４１０巷２３弄２４號,A000968,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.539561432572,25.066748980929
842,全家便利商店股份有限公司-民復店,105臺北市松山區民生東路四段８０巷３號１Ｆ,A001117,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.553107677751,25.057339917429
843,全家便利商店股份有限公司-永吉二店,110臺北市信義區永吉路２２３號,A000732,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.57413334659,25.045708308483
844,全家便利商店股份有限公司-永安店,104臺北市中山區北安路６３０巷７號１樓,A000974,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.549480744428,25.082849401554
845,全家便利商店股份有限公司-永孝店,110臺北市信義區松信路１４５號,A001043,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.572162006782,25.043576664777
846,全家便利商店股份有限公司-永林店,110臺北市信義區虎林街８２巷２３號,A001125,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.576241143782,25.043368458302
847,全家便利商店股份有限公司-永隆店,110臺北市信義區基隆路１段１４７巷７號,A001070,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.5661578819,25.042473606319
848,全家便利商店股份有限公司-永新店,111臺北市士林區社子街２７號,A001069,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.507990323709,25.087659817695
849,全家便利商店股份有限公司-永興店,112臺北市北投區中庸里永興路一段１號、３號一樓,A001188,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.49938370171,25.138825008245
850,全家便利商店股份有限公司-玉林店,104臺北市中山區民生東路一段２７巷１５號,A000975,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.525117820839,25.058704910362
851,全家便利商店股份有限公司-立農店,112臺北市北投區北投吉利街１１４號,A001011,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.506624157311,25.118491391241
852,全家便利商店股份有限公司-立賢店,112臺北市北投區立賢里承德路七段２９０號,A001082,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.505325968147,25.116473909056
853,全家便利商店股份有限公司-光明店,112臺北市北投區光明路２３號，２５號,A001136,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.499185553519,25.132624285823
854,全家便利商店股份有限公司-光復南路店,110臺北市信義區光復南路４４７之２號,A001184,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.557692746426,25.03529706273
855,全家便利商店股份有限公司-光華店,104臺北市中山區松江路２４之１號,A000969,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.532724062695,25.0469552004
856,全家便利商店股份有限公司-光新店,106臺北市大安區光復南路４１８號,A001051,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.557383286561,25.036544876656
857,全家便利商店股份有限公司-光輝店,104臺北市中山區晴光里德惠街３４之２號一樓,A001095,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.526186513494,25.066586916832
858,全家便利商店股份有限公司-再興店,116臺北市文山區興隆路３段２０７巷１１弄２號,A001022,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.561532663909,24.994959740431
859,全家便利商店股份有限公司-吉利店,108臺北市萬華區東園街１２號,A001021,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.49548469181,25.027700208606
860,全家便利商店股份有限公司-吉林店,104臺北市中山區吉林路３１４號,A001046,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.530174958301,25.06210373019
861,全家便利商店股份有限公司-吉原店,104臺北市中山區中原街２７號,A001206,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.528965198216,25.056416902252
862,全家便利商店股份有限公司-向陽店,115臺北市南港區東新里重陽路１６號一樓,A001018,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.595897042004,25.055137069456
863,全家便利商店股份有限公司-名門店,116臺北市文山區軍功路１０９號,A001189,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.5538134,24.9895521
864,全家便利商店股份有限公司-安居店,106臺北市大安區安居街７６號,A001145,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.553297024944,25.019690839117
865,全家便利商店股份有限公司-安興店,110臺北市信義區松仁路２３８號,A000555,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.569251307086,25.024846715399
866,全家便利商店股份有限公司-成功店,106臺北市大安區和平東路二段３１１巷３２號,A000987,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.545073791195,25.025612486073
867,全家便利商店股份有限公司-成都店,108臺北市萬華區昆明街１３４號；成都路８６號,A001029,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.504704952941,25.042840943226
868,全家便利商店股份有限公司-朱崙店,104臺北市中山區朱崙街６７號,A001210,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.542374986011,25.050036471826
869,全家便利商店股份有限公司-江寧店,104臺北市中山區民權東路三段６４號１樓,A001073,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.542693917427,25.062156703818
870,全家便利商店股份有限公司-自強店,112臺北市北投區自強街８８號,A001134,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.514880583396,25.110497444454
871,全家便利商店股份有限公司-至善店,111臺北市士林區臨溪里至善路二段２６８號一樓,A001141,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.550991042895,25.100503487985
872,全家便利商店股份有限公司-西站店,100臺北市中正區懷寧街７之１號,A001190,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.514280606766,25.046233267079
873,全家便利商店股份有限公司-宏大店,105臺北市松山區敦化北路１５５巷３號１樓,A001154,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.54980604609,25.054205923832
874,全家便利商店股份有限公司-宏啟店,100臺北市中正區忠孝西路一段９６號,A001138,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.512888624106,25.047103853453
875,全家便利商店股份有限公司-辛亥店,106臺北市大安區辛亥路二段１７１巷３號,A001120,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.541187102693,25.021923400938
876,全家便利商店股份有限公司-酉陽店,100臺北市中正區永綏街２０號,A000735,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.51078794011,25.043049709468
877,全家便利商店股份有限公司-京城店,105臺北市松山區八德路四段１０８號,A000545,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.561080460232,25.048401036788
878,全家便利商店股份有限公司-京貿店,104臺北市中山區南京東路三段６５號,A000947,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.538389391051,25.052168827994
879,全家便利商店股份有限公司-協和店,110臺北市信義區中坡南路３８號１Ｆ,A001077,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.583373724289,25.042826693991
880,全家便利商店股份有限公司-和西店,108臺北市萬華區愛鄉里和平西路三段２９０之５號、２９０,A001169,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.49488907377,25.035273593401
881,全家便利商店股份有限公司-和東店,106臺北市大安區和平東路二段１０２之３號１樓,A001039,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.541605275842,25.024917458661
882,全家便利商店股份有限公司-和復店,106臺北市大安區和平東路二段２６１號，２６３號,A000983,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.5439185973,25.024995787547
883,全家便利商店股份有限公司-和新店,106臺北市大安區和平東路二段２２號,A000922,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.53629886058,25.025653305941
884,全家便利商店股份有限公司-和碩店,112臺北市北投區立功街７６號Ｂ１,A001094,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.469185883863,25.12478925992
885,全家便利商店股份有限公司-和碩附店,112臺北市北投區立德路１５０號Ｂ１,A001198,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.47249480778,25.127802512202
886,全家便利商店股份有限公司-和鄰店,100臺北市中正區和平西路一段８２號１樓,A001048,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.518743802569,25.026377879561
887,全家便利商店股份有限公司-和聯店,112臺北市北投區承德路七段４００號２樓,A001074,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.501220344334,25.120259930901
888,全家便利商店股份有限公司-和豐店,111臺北市士林區福華里和豐街２號一樓,A000790,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.518750927187,25.082551005801
889,全家便利商店股份有限公司-奇岩店,112臺北市北投區公館路２５９號１Ｆ,A001173,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.508217305647,25.125525693933
890,全家便利商店股份有限公司-宜興店,104臺北市中山區林森北路３２７號,A001033,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.525560567307,25.056301032155
891,全家便利商店股份有限公司-延吉店,106臺北市大安區忠孝東路四段２１６巷３１號,A001014,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.553049255886,25.039582771733
892,全家便利商店股份有限公司-延安店,106臺北市大安區延吉街１５８號,A001212,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.55489101147,25.039492582455
893,全家便利商店股份有限公司-延孝店,106臺北市大安區延吉街１３５號之三，一樓,A001199,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.554360688456,25.042341465616
894,全家便利商店股份有限公司-忠林店,110臺北市信義區虎林街１６６號１樓及地下室,A000989,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.576508107398,25.039174824506
895,全家便利商店股份有限公司-忠信店,110臺北市信義區忠孝東路五段４２５號１樓及地下室,A001124,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.575434804696,25.041016160995
896,全家便利商店股份有限公司-忠愛店,106臺北市大安區仁愛路４段２７巷４３號,A001044,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.545307813932,25.04105555594
897,全家便利商店股份有限公司-忠誠店,111臺北市士林區中山北路六段２０號,A000791,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.52674525116,25.104020328775
898,全家便利商店股份有限公司-昌隆店,106臺北市大安區忠孝東路３段２１７巷２弄１號１樓,A001123,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.540386128025,25.042403659337
899,全家便利商店股份有限公司-昆明店,108臺北市萬華區昆明街１８６號１樓,A001058,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.504413178891,25.04132310629
900,全家便利商店股份有限公司-明水店,104臺北市中山區明水路５８１巷１１號１樓,A001050,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.551219234965,25.080112249162
901,全家便利商店股份有限公司-明真店,103臺北市大同區延平北路四段１９號,A001172,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.510964541957,25.069308739654
902,全家便利商店股份有限公司-明德店,112臺北市北投區石牌里明德路９３號,A001017,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.518882103972,25.109066066849
903,全家便利商店股份有限公司-明興店,116臺北市文山區木柵路２段１０９巷２５弄２號．２－１號,A001170,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.562947193888,24.990031935736
904,全家便利商店股份有限公司-明曜店,106臺北市大安區仁愛路四段１５１巷３４號．３６號,A001052,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.551653501369,25.04054224819
905,全家便利商店股份有限公司-東光店,105臺北市松山區南京東路五段１２３巷１之８號,A000905,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.56067720687,25.051899265988
906,全家便利商店股份有限公司-東安店,114臺北市內湖區安康路４８０號,A001116,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.615771540262,25.067820439612
907,全家便利商店股份有限公司-東門店,100臺北市中正區信義路１段１號（部份）,A000933,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.519306228272,25.038368275873
908,全家便利商店股份有限公司-東清店,105臺北市松山區南京東路五段２９１巷８－１號,A000911,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.566084037333,25.052022563783
909,全家便利商店股份有限公司-東華店,112臺北市北投區東華街二段８８號,A000919,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.513651293476,25.117736642769
910,全家便利商店股份有限公司-東陽店,112臺北市北投區西安街一段２８３號,A001002,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.51673013415,25.112030284997
911,全家便利商店股份有限公司-東園店,108臺北市萬華區東園街６９７１７１之１７３之１號,A001019,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.4997012,25.035103
912,全家便利商店股份有限公司-東寶店,105臺北市松山區南京東路五段２９１巷１７之２號,A001036,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.566234660133,25.052285923181
913,全家便利商店股份有限公司-林森北路店,104臺北市中山區林森北路１１９巷４９，５１號,A001075,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.526660107468,25.050432822998
914,全家便利商店股份有限公司-林森南路店,100臺北市中正區林森南路５７．５９號,A001211,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.522074100339,25.03990249943
915,全家便利商店股份有限公司-松三店,110臺北市信義區林口街１１６號,A001001,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.580330925798,25.039907193296
916,全家便利商店股份有限公司-松仁店,110臺北市信義區信義路５段１５０巷２２１號,A000934,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.568823662386,25.028421639012
917,全家便利商店股份有限公司-松友店,110臺北市信義區信義路六段７８號,A001098,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.57698235548,25.035267390793
918,全家便利商店股份有限公司-松平店,104臺北市中山區四平街４７號,A000951,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.532331873445,25.053741524487
919,全家便利商店股份有限公司-松盛店,110臺北市信義區松山路１５３號,A001114,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.577964463075,25.046534345041
920,全家便利商店股份有限公司-松壽店,105臺北市松山區自強里延壽街３３０巷７弄２２號一樓,A001233,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.562190308032,25.055301522396
921,全家便利商店股份有限公司-松德店,110臺北市信義區松山路６２７號,A001156,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.578511382257,25.036385410948
922,全家便利商店股份有限公司-松興店,110臺北市信義區松山路１０７號,A000959,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.577950381477,25.047824739035
923,全家便利商店股份有限公司-松醫店,105臺北市松山區東光里健康路１５８號,A001135,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.557879076133,25.053443925014
924,全家便利商店股份有限公司-松權店,104臺北市中山區松江路３６２巷４１號１樓,A000937,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.531826528503,25.062035501498
925,全家便利商店股份有限公司-欣欣店,104臺北市中山區長春路１００號１樓,A000972,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.527935816687,25.054793285697
926,全家便利商店股份有限公司-武成店,108臺北市萬華區萬大路４８６巷３９號,A001223,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.496311482739,25.020189688085
927,全家便利商店股份有限公司-芝山店,111臺北市士林區德行東路２５０號１樓,A001038,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.534175556867,25.109668180863
928,全家便利商店股份有限公司-芝玉店,111臺北市士林區士東路２６６巷５弄１６號,A001037,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.53753762205,25.112308857549
929,全家便利商店股份有限公司-金石店,112臺北市北投區石牌路一段２００號,A000691,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.515215440428,25.115004603339
930,全家便利商店股份有限公司-金林店,104臺北市中山區林森北路１０９號１樓,A001229,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.525050430337,25.050428200071
931,全家便利商店股份有限公司-金湖店,114臺北市內湖區內湖路三段６０巷１０弄１號,A000967,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.592075564709,25.088031513192
932,全家便利商店股份有限公司-金磚店,104臺北市中山區雙城街１９巷２號,A001197,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.52452647757,25.065328918894
933,全家便利商店股份有限公司-長沙店,108臺北市萬華區長沙街二段５０號,A001059,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.505936170698,25.040582816601
934,全家便利商店股份有限公司-長林店,104臺北市中山區林森北路１０７巷５４號,A000920,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.52674868774,25.049803035823
935,全家便利商店股份有限公司-長城店,105臺北市松山區敦化北路１２０巷８０號,A001034,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.546174754177,25.054303489185
936,全家便利商店股份有限公司-長春店,104臺北市中山區長春路４８號,A001228,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.525763730298,25.054817802764
937,全家便利商店股份有限公司-長泰店,108臺北市萬華區壽德里長泰街２號２之１號一樓,A001049,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.501405249118,25.023134083032
938,全家便利商店股份有限公司-長通店,104臺北市中山區伊通街１０８號１樓,A000958,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.534716776355,25.054093648239
939,全家便利商店股份有限公司-長復店,105臺北市松山區長安東路二段２１９號,A000936,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.544872122605,25.04836273149
940,全家便利商店股份有限公司-信大店,105臺北市松山區八德路四段７５８號,A000932,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.578733167415,25.05005776186
941,全家便利商店股份有限公司-信德店,110臺北市信義區松德路２８９號,A000941,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.574748243007,25.032260802124
942,全家便利商店股份有限公司-保生店,103臺北市大同區重慶北路三段３３３號,A001093,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.514060917084,25.074486609117
943,全家便利商店股份有限公司-南陽店,100臺北市中正區信陽街１５號,A000915,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.516200649327,25.044697660508
944,全家便利商店股份有限公司-建南店,106臺北市大安區建國南路１段１５６，１５８號,A000660,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.536917277396,25.041182541773
945,全家便利商店股份有限公司-建國店,106臺北市大安區建國南路二段１５１巷３８號１樓,A001161,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.539288266347,25.028681184644
946,全家便利商店股份有限公司-建鑫店,110臺北市信義區松壽路２４號,A000999,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.567834933087,25.035563816799
947,全家便利商店股份有限公司-後港店,111臺北市士林區福港街２８號,A001162,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.518192860073,25.090769880959
948,全家便利商店股份有限公司-研究院店,115臺北市南港區研究院路２段７０巷１號,A000662,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.615005266673,25.045788900482
949,全家便利商店股份有限公司-美崙店,111臺北市士林區華榮街９７號,A001230,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.523203142697,25.097133086574
950,全家便利商店股份有限公司-美華店,104臺北市中山區北安路８１９之１號,A001180,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.556119211743,25.084970274514
951,全家便利商店股份有限公司-重陽店,115臺北市南港區重陽路１８３、１８５號１樓,A001101,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.598762982338,25.056706287459
952,全家便利商店股份有限公司-重慶北路店,103臺北市大同區重慶北路二段１１６號,A001177,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.513542664011,25.057662075878
953,全家便利商店股份有限公司-重慶店,100臺北市中正區重慶南路一段５８號,A000910,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.513107140322,25.043913449647
954,全家便利商店股份有限公司-師大店,106臺北市大安區師大路７９號,A001119,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.528561106663,25.023403645038
955,全家便利商店股份有限公司-師美店,116臺北市文山區汀州路４段７７號,A000939,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.537481044204,25.008054620124
956,全家便利商店股份有限公司-振華店,112臺北市北投區振華街２號,A001024,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.519984408058,25.115599969921
957,全家便利商店股份有限公司-時代店,114臺北市內湖區瑞光路４１３號．４１５號１樓,A000985,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.571471589418,25.078489847983
958,全家便利商店股份有限公司-格致店,111臺北市士林區陽明里格致路２２號１樓,A001071,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.54645504502,25.136729490541
959,全家便利商店股份有限公司-海華店,110臺北市信義區虎林街１３２巷８１號１樓,A000661,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.574094873655,25.040287061148
960,全家便利商店股份有限公司-郡王店,100臺北市中正區延平南路６８號,A000717,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.510328790876,25.044928498121
961,全家便利商店股份有限公司-馬偕店,104臺北市中山區民生西路２９號,A000927,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.521180924737,25.057855236837
962,全家便利商店股份有限公司-國泰店,106臺北市大安區仁愛路四段２６６巷１５弄１０號１樓,A000998,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.553550326058,25.036548313236
963,全家便利商店股份有限公司-國順店,103臺北市大同區延平北路三段１１８號１樓,A000913,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.510852576006,25.067299001416
964,全家便利商店股份有限公司-國興店,115臺北市南港區舊莊街一段３巷３弄２號,A000964,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.618988095605,25.04314013526
965,全家便利商店股份有限公司-崇合店,112臺北市北投區清江里三合街二段４８７號１樓,A001113,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.501191426768,25.126231743547
966,全家便利商店股份有限公司-崇德店,110臺北市信義區崇德街２９號,A001192,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.553858780094,25.024380262487
967,全家便利商店股份有限公司-常興店,105臺北市松山區五常街３６４號１樓,A001164,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.544886874754,25.064237427462
968,全家便利商店股份有限公司-康定店,108臺北市萬華區康定路７３號,A001122,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.502212007298,25.040732517392
969,全家便利商店股份有限公司-康福店,114臺北市內湖區康樂街８７號,A000912,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.618846441442,25.069604569613
970,全家便利商店股份有限公司-梅花鹿店,116臺北市文山區新光路二段３０號,A001086,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.581228711447,24.998738763388
971,全家便利商店股份有限公司-清江店,112臺北市北投區中央里清江路１號，中央南路一段６３號,A001143,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.501409691526,25.131765978938
972,全家便利商店股份有限公司-祥和店,110臺北市信義區信義路五段１５０巷４０１弄３１號,A001079,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.570433406891,25.024159147881
973,全家便利商店股份有限公司-莊研店,115臺北市南港區舊莊街１段１４７號,A000981,林秋薇,(02)25239588,6142.0,,連鎖型綠色商店,121.62050262169,25.039853591025
