序號,綠色商店名稱,聯絡地址,商店編號,聯絡人,聯絡電話,分機,手機號碼,綠色商店類型
900,全家便利商店股份有限公司-明水店,104臺北市中山區明水路５８１巷１１號１樓,A001050,林秋薇,(02)25239588,6142,,連鎖型綠色商店
901,全家便利商店股份有限公司-明真店,103臺北市大同區延平北路四段１９號,A001172,林秋薇,(02)25239588,6142,,連鎖型綠色商店
902,全家便利商店股份有限公司-明德店,112臺北市北投區石牌里明德路９３號,A001017,林秋薇,(02)25239588,6142,,連鎖型綠色商店
903,全家便利商店股份有限公司-明興店,116臺北市文山區木柵路２段１０９巷２５弄２號．２－１號,A001170,林秋薇,(02)25239588,6142,,連鎖型綠色商店
904,全家便利商店股份有限公司-明曜店,106臺北市大安區仁愛路四段１５１巷３４號．３６號,A001052,林秋薇,(02)25239588,6142,,連鎖型綠色商店
905,全家便利商店股份有限公司-東光店,105臺北市松山區南京東路五段１２３巷１之８號,A000905,林秋薇,(02)25239588,6142,,連鎖型綠色商店
906,全家便利商店股份有限公司-東安店,114臺北市內湖區安康路４８０號,A001116,林秋薇,(02)25239588,6142,,連鎖型綠色商店
907,全家便利商店股份有限公司-東門店,100臺北市中正區信義路１段１號（部份）,A000933,林秋薇,(02)25239588,6142,,連鎖型綠色商店
908,全家便利商店股份有限公司-東清店,105臺北市松山區南京東路五段２９１巷８－１號,A000911,林秋薇,(02)25239588,6142,,連鎖型綠色商店
909,全家便利商店股份有限公司-東華店,112臺北市北投區東華街二段８８號,A000919,林秋薇,(02)25239588,6142,,連鎖型綠色商店
910,全家便利商店股份有限公司-東陽店,112臺北市北投區西安街一段２８３號,A001002,林秋薇,(02)25239588,6142,,連鎖型綠色商店
911,全家便利商店股份有限公司-東園店,108臺北市萬華區東園街６９７１７１之１７３之１號,A001019,林秋薇,(02)25239588,6142,,連鎖型綠色商店
912,全家便利商店股份有限公司-東寶店,105臺北市松山區南京東路五段２９１巷１７之２號,A001036,林秋薇,(02)25239588,6142,,連鎖型綠色商店
913,全家便利商店股份有限公司-林森北路店,104臺北市中山區林森北路１１９巷４９，５１號,A001075,林秋薇,(02)25239588,6142,,連鎖型綠色商店
914,全家便利商店股份有限公司-林森南路店,100臺北市中正區林森南路５７．５９號,A001211,林秋薇,(02)25239588,6142,,連鎖型綠色商店
915,全家便利商店股份有限公司-松三店,110臺北市信義區林口街１１６號,A001001,林秋薇,(02)25239588,6142,,連鎖型綠色商店
916,全家便利商店股份有限公司-松仁店,110臺北市信義區信義路５段１５０巷２２１號,A000934,林秋薇,(02)25239588,6142,,連鎖型綠色商店
917,全家便利商店股份有限公司-松友店,110臺北市信義區信義路六段７８號,A001098,林秋薇,(02)25239588,6142,,連鎖型綠色商店
918,全家便利商店股份有限公司-松平店,104臺北市中山區四平街４７號,A000951,林秋薇,(02)25239588,6142,,連鎖型綠色商店
919,全家便利商店股份有限公司-松盛店,110臺北市信義區松山路１５３號,A001114,林秋薇,(02)25239588,6142,,連鎖型綠色商店
920,全家便利商店股份有限公司-松壽店,105臺北市松山區自強里延壽街３３０巷７弄２２號一樓,A001233,林秋薇,(02)25239588,6142,,連鎖型綠色商店
921,全家便利商店股份有限公司-松德店,110臺北市信義區松山路６２７號,A001156,林秋薇,(02)25239588,6142,,連鎖型綠色商店
922,全家便利商店股份有限公司-松興店,110臺北市信義區松山路１０７號,A000959,林秋薇,(02)25239588,6142,,連鎖型綠色商店
923,全家便利商店股份有限公司-松醫店,105臺北市松山區東光里健康路１５８號,A001135,林秋薇,(02)25239588,6142,,連鎖型綠色商店
924,全家便利商店股份有限公司-松權店,104臺北市中山區松江路３６２巷４１號１樓,A000937,林秋薇,(02)25239588,6142,,連鎖型綠色商店
925,全家便利商店股份有限公司-欣欣店,104臺北市中山區長春路１００號１樓,A000972,林秋薇,(02)25239588,6142,,連鎖型綠色商店
926,全家便利商店股份有限公司-武成店,108臺北市萬華區萬大路４８６巷３９號,A001223,林秋薇,(02)25239588,6142,,連鎖型綠色商店
927,全家便利商店股份有限公司-芝山店,111臺北市士林區德行東路２５０號１樓,A001038,林秋薇,(02)25239588,6142,,連鎖型綠色商店
928,全家便利商店股份有限公司-芝玉店,111臺北市士林區士東路２６６巷５弄１６號,A001037,林秋薇,(02)25239588,6142,,連鎖型綠色商店
929,全家便利商店股份有限公司-金石店,112臺北市北投區石牌路一段２００號,A000691,林秋薇,(02)25239588,6142,,連鎖型綠色商店
930,全家便利商店股份有限公司-金林店,104臺北市中山區林森北路１０９號１樓,A001229,林秋薇,(02)25239588,6142,,連鎖型綠色商店
931,全家便利商店股份有限公司-金湖店,114臺北市內湖區內湖路三段６０巷１０弄１號,A000967,林秋薇,(02)25239588,6142,,連鎖型綠色商店
932,全家便利商店股份有限公司-金磚店,104臺北市中山區雙城街１９巷２號,A001197,林秋薇,(02)25239588,6142,,連鎖型綠色商店
933,全家便利商店股份有限公司-長沙店,108臺北市萬華區長沙街二段５０號,A001059,林秋薇,(02)25239588,6142,,連鎖型綠色商店
934,全家便利商店股份有限公司-長林店,104臺北市中山區林森北路１０７巷５４號,A000920,林秋薇,(02)25239588,6142,,連鎖型綠色商店
935,全家便利商店股份有限公司-長城店,105臺北市松山區敦化北路１２０巷８０號,A001034,林秋薇,(02)25239588,6142,,連鎖型綠色商店
936,全家便利商店股份有限公司-長春店,104臺北市中山區長春路４８號,A001228,林秋薇,(02)25239588,6142,,連鎖型綠色商店
937,全家便利商店股份有限公司-長泰店,108臺北市萬華區壽德里長泰街２號２之１號一樓,A001049,林秋薇,(02)25239588,6142,,連鎖型綠色商店
938,全家便利商店股份有限公司-長通店,104臺北市中山區伊通街１０８號１樓,A000958,林秋薇,(02)25239588,6142,,連鎖型綠色商店
939,全家便利商店股份有限公司-長復店,105臺北市松山區長安東路二段２１９號,A000936,林秋薇,(02)25239588,6142,,連鎖型綠色商店
940,全家便利商店股份有限公司-信大店,105臺北市松山區八德路四段７５８號,A000932,林秋薇,(02)25239588,6142,,連鎖型綠色商店
941,全家便利商店股份有限公司-信德店,110臺北市信義區松德路２８９號,A000941,林秋薇,(02)25239588,6142,,連鎖型綠色商店
942,全家便利商店股份有限公司-保生店,103臺北市大同區重慶北路三段３３３號,A001093,林秋薇,(02)25239588,6142,,連鎖型綠色商店
943,全家便利商店股份有限公司-南陽店,100臺北市中正區信陽街１５號,A000915,林秋薇,(02)25239588,6142,,連鎖型綠色商店
944,全家便利商店股份有限公司-建南店,106臺北市大安區建國南路１段１５６，１５８號,A000660,林秋薇,(02)25239588,6142,,連鎖型綠色商店
945,全家便利商店股份有限公司-建國店,106臺北市大安區建國南路二段１５１巷３８號１樓,A001161,林秋薇,(02)25239588,6142,,連鎖型綠色商店
946,全家便利商店股份有限公司-建鑫店,110臺北市信義區松壽路２４號,A000999,林秋薇,(02)25239588,6142,,連鎖型綠色商店
947,全家便利商店股份有限公司-後港店,111臺北市士林區福港街２８號,A001162,林秋薇,(02)25239588,6142,,連鎖型綠色商店
948,全家便利商店股份有限公司-研究院店,115臺北市南港區研究院路２段７０巷１號,A000662,林秋薇,(02)25239588,6142,,連鎖型綠色商店
949,全家便利商店股份有限公司-美崙店,111臺北市士林區華榮街９７號,A001230,林秋薇,(02)25239588,6142,,連鎖型綠色商店
950,全家便利商店股份有限公司-美華店,104臺北市中山區北安路８１９之１號,A001180,林秋薇,(02)25239588,6142,,連鎖型綠色商店
951,全家便利商店股份有限公司-重陽店,115臺北市南港區重陽路１８３、１８５號１樓,A001101,林秋薇,(02)25239588,6142,,連鎖型綠色商店
952,全家便利商店股份有限公司-重慶北路店,103臺北市大同區重慶北路二段１１６號,A001177,林秋薇,(02)25239588,6142,,連鎖型綠色商店
953,全家便利商店股份有限公司-重慶店,100臺北市中正區重慶南路一段５８號,A000910,林秋薇,(02)25239588,6142,,連鎖型綠色商店
954,全家便利商店股份有限公司-師大店,106臺北市大安區師大路７９號,A001119,林秋薇,(02)25239588,6142,,連鎖型綠色商店
955,全家便利商店股份有限公司-師美店,116臺北市文山區汀州路４段７７號,A000939,林秋薇,(02)25239588,6142,,連鎖型綠色商店
956,全家便利商店股份有限公司-振華店,112臺北市北投區振華街２號,A001024,林秋薇,(02)25239588,6142,,連鎖型綠色商店
957,全家便利商店股份有限公司-時代店,114臺北市內湖區瑞光路４１３號．４１５號１樓,A000985,林秋薇,(02)25239588,6142,,連鎖型綠色商店
958,全家便利商店股份有限公司-格致店,111臺北市士林區陽明里格致路２２號１樓,A001071,林秋薇,(02)25239588,6142,,連鎖型綠色商店
959,全家便利商店股份有限公司-海華店,110臺北市信義區虎林街１３２巷８１號１樓,A000661,林秋薇,(02)25239588,6142,,連鎖型綠色商店
960,全家便利商店股份有限公司-郡王店,100臺北市中正區延平南路６８號,A000717,林秋薇,(02)25239588,6142,,連鎖型綠色商店
961,全家便利商店股份有限公司-馬偕店,104臺北市中山區民生西路２９號,A000927,林秋薇,(02)25239588,6142,,連鎖型綠色商店
962,全家便利商店股份有限公司-國泰店,106臺北市大安區仁愛路四段２６６巷１５弄１０號１樓,A000998,林秋薇,(02)25239588,6142,,連鎖型綠色商店
963,全家便利商店股份有限公司-國順店,103臺北市大同區延平北路三段１１８號１樓,A000913,林秋薇,(02)25239588,6142,,連鎖型綠色商店
964,全家便利商店股份有限公司-國興店,115臺北市南港區舊莊街一段３巷３弄２號,A000964,林秋薇,(02)25239588,6142,,連鎖型綠色商店
965,全家便利商店股份有限公司-崇合店,112臺北市北投區清江里三合街二段４８７號１樓,A001113,林秋薇,(02)25239588,6142,,連鎖型綠色商店
966,全家便利商店股份有限公司-崇德店,110臺北市信義區崇德街２９號,A001192,林秋薇,(02)25239588,6142,,連鎖型綠色商店
967,全家便利商店股份有限公司-常興店,105臺北市松山區五常街３６４號１樓,A001164,林秋薇,(02)25239588,6142,,連鎖型綠色商店
968,全家便利商店股份有限公司-康定店,108臺北市萬華區康定路７３號,A001122,林秋薇,(02)25239588,6142,,連鎖型綠色商店
969,全家便利商店股份有限公司-康福店,114臺北市內湖區康樂街８７號,A000912,林秋薇,(02)25239588,6142,,連鎖型綠色商店
970,全家便利商店股份有限公司-梅花鹿店,116臺北市文山區新光路二段３０號,A001086,林秋薇,(02)25239588,6142,,連鎖型綠色商店
971,全家便利商店股份有限公司-清江店,112臺北市北投區中央里清江路１號，中央南路一段６３號,A001143,林秋薇,(02)25239588,6142,,連鎖型綠色商店
972,全家便利商店股份有限公司-祥和店,110臺北市信義區信義路五段１５０巷４０１弄３１號,A001079,林秋薇,(02)25239588,6142,,連鎖型綠色商店
973,全家便利商店股份有限公司-莊研店,115臺北市南港區舊莊街１段１４７號,A000981,林秋薇,(02)25239588,6142,,連鎖型綠色商店
974,全家便利商店股份有限公司-莊敬店,110臺北市信義區莊敬路３７４號,A001126,林秋薇,(02)25239588,6142,,連鎖型綠色商店
975,全家便利商店股份有限公司-通和店,106臺北市大安區通安街７７號,A000945,林秋薇,(02)25239588,6142,,連鎖型綠色商店
976,全家便利商店股份有限公司-通河店,111臺北市士林區通河街１４５號,A001186,林秋薇,(02)25239588,6142,,連鎖型綠色商店
977,全家便利商店股份有限公司-博陽店,100臺北市中正區光復里衡陽路６９號一樓,A001174,林秋薇,(02)25239588,6142,,連鎖型綠色商店
978,全家便利商店股份有限公司-喬治店,106臺北市大安區基隆路二段１７２號,A001015,林秋薇,(02)25239588,6142,,連鎖型綠色商店
979,全家便利商店股份有限公司-富民店,108臺北市萬華區萬大路４９３巷４８弄２３－４號及Ｂ１,A000924,林秋薇,(02)25239588,6142,,連鎖型綠色商店
980,全家便利商店股份有限公司-富康店,115臺北市南港區富康街８６號１Ｆ,A001091,林秋薇,(02)25239588,6142,,連鎖型綠色商店
981,全家便利商店股份有限公司-富陽店,100臺北市中正區襄陽路７號１樓,A001090,林秋薇,(02)25239588,6142,,連鎖型綠色商店
982,全家便利商店股份有限公司-富臺店,110臺北市信義區虎林街１２０巷１４８號１樓,A001142,林秋薇,(02)25239588,6142,,連鎖型綠色商店
983,全家便利商店股份有限公司-富錦店,105臺北市松山區新益里富錦街５２９號一樓,A001144,林秋薇,(02)25239588,6142,,連鎖型綠色商店
984,全家便利商店股份有限公司-尊賢店,112臺北市北投區尊賢街２６０號１Ｆ,A001214,林秋薇,(02)25239588,6142,,連鎖型綠色商店
985,全家便利商店股份有限公司-復中店,112臺北市北投區中和街３２８號１樓,A000921,林秋薇,(02)25239588,6142,,連鎖型綠色商店
986,全家便利商店股份有限公司-復昌店,110臺北市信義區光復南路５０５號、５０７號及文昌街３２,A001158,林秋薇,(02)25239588,6142,,連鎖型綠色商店
987,全家便利商店股份有限公司-復林店,104臺北市中山區林森北路１４９－１．１４９－２號１樓,A001202,林秋薇,(02)25239588,6142,,連鎖型綠色商店
988,全家便利商店股份有限公司-復盛店,105臺北市松山區八德路四段４０號．４２號,A000982,林秋薇,(02)25239588,6142,,連鎖型綠色商店
989,全家便利商店股份有限公司-復榮店,104臺北市中山區復興北路５１４巷３６號１樓,A000962,林秋薇,(02)25239588,6142,,連鎖型綠色商店
990,全家便利商店股份有限公司-敦北店,105臺北市松山區敦化北路４巷１６號１樓,A001121,林秋薇,(02)25239588,6142,,連鎖型綠色商店
991,全家便利商店股份有限公司-敦安店,106臺北市大安區安和路一段１１２巷２７號,A000737,林秋薇,(02)25239588,6142,,連鎖型綠色商店
992,全家便利商店股份有限公司-敦南店,106臺北市大安區敦化南路二段９８號,A001056,林秋薇,(02)25239588,6142,,連鎖型綠色商店
993,全家便利商店股份有限公司-敦新店,106臺北市大安區敦安里仁愛路四段１１２巷５號一樓,A001127,林秋薇,(02)25239588,6142,,連鎖型綠色商店
994,全家便利商店股份有限公司-晶華店,104臺北市中山區林森北路３３４號,A001026,林秋薇,(02)25239588,6142,,連鎖型綠色商店
995,全家便利商店股份有限公司-景中店,116臺北市文山區景中街５號，七號一樓,A001104,林秋薇,(02)25239588,6142,,連鎖型綠色商店
996,全家便利商店股份有限公司-景文店,116臺北市文山區景文街８３號,A001217,林秋薇,(02)25239588,6142,,連鎖型綠色商店
997,全家便利商店股份有限公司-景行店,116臺北市文山區景興路２０２巷１４號,A000970,林秋薇,(02)25239588,6142,,連鎖型綠色商店
998,全家便利商店股份有限公司-景和店,116臺北市文山區羅斯福路六段２７４號,A001147,林秋薇,(02)25239588,6142,,連鎖型綠色商店
999,全家便利商店股份有限公司-景興店,116臺北市文山區興隆路一段２４９號１樓,A001163,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1000,全家便利商店股份有限公司-港福店,115臺北市南港區福德街３７３巷６３號１樓,A001128,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1001,全家便利商店股份有限公司-港墘店,114臺北市內湖區港墘路４４號,A001088,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1002,全家便利商店股份有限公司-湖山店,114臺北市內湖區麗山街３４８巷１０弄２號,A001148,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1003,全家便利商店股份有限公司-湖光店,114臺北市內湖區金湖路４９號１樓,A001149,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1004,全家便利商店股份有限公司-湖安店,114臺北市內湖區內湖路一段２８５巷１９號１樓,A001213,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1005,全家便利商店股份有限公司-湖運店,114臺北市內湖區洲子街１２號,A001099,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1006,全家便利商店股份有限公司-紫陽店,114臺北市內湖區文德路２１２號,A000938,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1007,全家便利商店股份有限公司-華林店,111臺北市士林區中正路２５３號１樓,A001227,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1008,全家便利商店股份有限公司-華崗店,111臺北市士林區光華路２６巷３號－２,A000952,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1009,全家便利商店股份有限公司-華視店,106臺北市大安區光復南路１１６巷２６號,A000944,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1010,全家便利商店股份有限公司-華園店,108臺北市萬華區和平里西園路二段１４０巷３２號一樓,A001176,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1011,全家便利商店股份有限公司-華碩店,112臺北市北投區立德路１５號,A001047,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1012,全家便利商店股份有限公司-華德店,116臺北市文山區景華街７５號,A001207,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1013,全家便利商店股份有限公司-貴陽店,108臺北市萬華區貴陽街二段１８２號，１８４號,A001108,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1014,全家便利商店股份有限公司-開封店,100臺北市中正區開封街一段４１號１樓,A000984,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1015,全家便利商店股份有限公司-開懷店,100臺北市中正區黎明里懷寧街１７號１樓,A000995,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1016,全家便利商店股份有限公司-陽大店,臺北市立農街二段１５５號１樓,A001450,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1017,全家便利商店股份有限公司-陽光店,114臺北市內湖區瑞光路２１０號,A000925,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1018,全家便利商店股份有限公司-順輝店,116臺北市文山區光輝路７號,A000923,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1019,全家便利商店股份有限公司-匯豐店,104臺北市中山區南京東路二段１１號,A001130,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1020,全家便利商店股份有限公司-廈門店,100臺北市中正區廈門街５２號,A001007,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1021,全家便利商店股份有限公司-微風店,105臺北市松山區市民大道四段５１號１樓,A000696,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1022,全家便利商店股份有限公司-新中坡店,110臺北市信義區中坡南路２２９號,A001109,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1023,全家便利商店股份有限公司-新內湖店,114臺北市內湖區成功路２段４２０號,A001129,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1024,全家便利商店股份有限公司-新文華店,116台北市文山區景華街３巷２號１樓及Ｂ１,A001060,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1025,全家便利商店股份有限公司-新生店,104臺北市中山區正義里新生北路一段１１２號,A000916,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1026,全家便利商店股份有限公司-新生南路店,106臺北市大安區新生南路一段１６３號,A000469,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1027,全家便利商店股份有限公司-新光店,104臺北市中山區南京西路１２巷１號１樓,A000948,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1028,全家便利商店股份有限公司-新安店,106臺北市大安區瑞安街２７４號１樓,A000703,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1029,全家便利商店股份有限公司-新成鑫店,115臺北市南港區玉成街１７６巷１號,A000997,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1030,全家便利商店股份有限公司-新忠隆店,110臺北市信義區興雅里忠孝東路五段７１巷８號壹樓,A001225,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1031,全家便利商店股份有限公司-新昌店,100臺北市中正區龍福里南昌路一段４９號一樓,A001150,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1032,全家便利商店股份有限公司-新昆陽店,115臺北市南港區昆陽街１４５號,A001201,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1033,全家便利商店股份有限公司-新東店,105臺北市松山區新東街１４號,A000692,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1034,全家便利商店股份有限公司-新林森店,104台北市中山區林森北路６３０號１樓,A001010,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1035,全家便利商店股份有限公司-新松林店,110臺北市信義區虎林街６１－４號,A000702,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1036,全家便利商店股份有限公司-新松春店,110臺北市信義區松山路２８１號１樓,A001112,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1037,全家便利商店股份有限公司-新知行店,112臺北市北投區關渡里知行路２３７號,A001032,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1038,全家便利商店股份有限公司-新青年店,108臺北市萬華區青年路６號,A000906,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1039,全家便利商店股份有限公司-新峨嵋店,108臺北市萬華區峨眉街８２號１樓,A000929,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1040,全家便利商店股份有限公司-新泰店,104臺北市中山區聚盛里民生東路一段４１號一樓,A000734,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1041,全家便利商店股份有限公司-新健康店,105臺北市松山區南京東路四段１３３巷９弄２號,A001016,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1042,全家便利商店股份有限公司-新惠安店,100台北市中正區中華路二段３０７巷４６號,A001131,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1043,全家便利商店股份有限公司-新湖店,114臺北市內湖區新湖二路２５０巷８號１樓,A001152,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1044,全家便利商店股份有限公司-新貿店,110臺北市信義區信義路四段４０７號壹樓,A001137,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1045,全家便利商店股份有限公司-新陽明店,111臺北市士林區中正路３２９號,A001179,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1046,全家便利商店股份有限公司-新瑞店,114臺北市內湖區堤頂大道２段４０７巷２６號一樓,A001009,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1047,全家便利商店股份有限公司-新農店,104臺北市中山區恆安里農安街２６之３號一樓,A000993,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1048,全家便利商店股份有限公司-新壽店,105臺北市松山區龍田里延壽街４００號１樓,A001166,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1049,全家便利商店股份有限公司-新實店,112臺北市北投區吉利里實踐街５１號１樓,A001054,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1050,全家便利商店股份有限公司-新福興店,116臺北市文山區福興路６５號,A000782,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1051,全家便利商店股份有限公司-新遠企店,106臺北市大安區敦化南路二段２６１號,A000992,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1052,全家便利商店股份有限公司-新德城店,104台北市中山區德惠街１６－７號,A000956,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1053,全家便利商店股份有限公司-新稻江店,104台北市中山區農安街８６號１樓,A001084,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1054,全家便利商店股份有限公司-新橋店,103臺北市大同區延平北路三段２５之３號,A000961,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1055,全家便利商店股份有限公司-新興義店,108臺北市萬華區和德里興義街４１號１樓,A001160,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1056,全家便利商店股份有限公司-新龍口店,100台北市中正區汀州路一段２４４號,A001013,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1057,全家便利商店股份有限公司-瑞光店,114臺北市內湖區瑞光路５１０號１樓,A001208,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1058,全家便利商店股份有限公司-瑞和店,106臺北市大安區瑞安街１３５巷２８號１樓,A001012,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1059,全家便利商店股份有限公司-瑞湖店,114臺北市內湖區港墘里瑞光路５１３巷３９號１樓,A001146,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1060,全家便利商店股份有限公司-瑞陽店,114臺北市內湖區文德路９０巷４９號,A000556,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1061,全家便利商店股份有限公司-萬全店,103臺北市大同區民生西路６３號,A001139,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1062,全家便利商店股份有限公司-萬安店,116臺北市文山區萬安街１７號,A001155,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1063,全家便利商店股份有限公司-萬年店,108臺北市萬華區西寧南路１５５號１樓,A000689,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1064,全家便利商店股份有限公司-萬和店,116臺北市文山區羅斯福路五段２１８巷３８弄２號１樓,A001200,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1065,全家便利商店股份有限公司-萬國店,108臺北市萬華區峨嵋街２１號１樓,A001103,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1066,全家便利商店股份有限公司-萬隆店,116臺北市文山區萬祥里羅斯福路五段２６３號一樓,A001064,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1067,全家便利商店股份有限公司-義興店,106臺北市大安區信義路４段１之１０．１之１１號,A000978,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1068,全家便利商店股份有限公司-葫東店,111臺北市士林區葫東里重慶北路四段１８８號一樓,A000712,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1069,全家便利商店股份有限公司-葫蘆店,111臺北市士林區延平北路五段２８３之１號,A000950,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1070,全家便利商店股份有限公司-試院店,116臺北市文山區木柵路一段９１號９３號一樓,A001065,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1071,全家便利商店股份有限公司-農安店,104臺北市中山區農安街２４９號,A001165,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1072,全家便利商店股份有限公司-寧夏店,103臺北市大同區寧夏路２８，３０，２８—１，２８—２號,A000980,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1073,全家便利商店股份有限公司-榮濱店,104臺北市中山區民族東路４１０巷２４號１樓,A001004,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1074,全家便利商店股份有限公司-漢中店,108臺北市萬華區漢中街１３９號１樓,A000940,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1075,全家便利商店股份有限公司-碧湖店,114臺北市內湖區內湖路一段５９３號一樓及地下室,A001072,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1076,全家便利商店股份有限公司-福安店,103臺北市大同區長安西路５４號１樓,A000926,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1077,全家便利商店股份有限公司-福林店,111臺北市士林區福林里中正路２３３號，２３３之１號,A001181,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1078,全家便利商店股份有限公司-福泰店,104臺北市中山區民生東路一段３６號１樓,A000943,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1079,全家便利商店股份有限公司-福康店,106臺北市大安區信義路２段１９８巷６號一樓及地下室,A000971,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1080,全家便利商店股份有限公司-福港店,111臺北市士林區前港街１２６號,A000963,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1081,全家便利商店股份有限公司-福澤店,103臺北市大同區民權西路１４６號,A001133,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1082,全家便利商店股份有限公司-福嶺店,100臺北市中正區牯嶺街４３號１樓,A001110,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1083,全家便利商店股份有限公司-精英店,114臺北市內湖區堤頂大道二段２４１號壹樓,A001105,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1084,全家便利商店股份有限公司-綠堤店,108臺北市萬華區環河南路二段１７３號,A001006,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1085,全家便利商店股份有限公司-聚葉店,104臺北市中山區中山北路二段１３７巷３４號１樓,A001167,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1086,全家便利商店股份有限公司-臺二店,106臺北市大安區羅斯福路四段１號第一學生活動中心側邊,A001234,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1087,全家便利商店股份有限公司-臺大二活店,106臺北市大安區羅斯福路四段８５號（第二學生活動中心）,A000960,林秋薇,(02)25239588,6142,,連鎖型綠色商店
1088,全家便利商店股份有限公司-臺科大店,106臺北市大安區基隆路４段４３號地下一樓（活動中心地下,A000542,林秋薇,(02)25239588,6142,,連鎖型綠色商店
